code,description,subcategory,category,commoncat
q10,"congenital malformations of eyelid, lacrimal apparatus and orbit","congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q11,"anophthalmos, microphthalmos and macrophthalmos","congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q12,congenital lens malformations,"congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q13,congenital malformations of anterior segment of eye,"congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q14,congenital malformations of posterior segment of eye,"congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q15,other congenital malformations of eye,"congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q16,congenital malformations of ear causing impairment of hearing,"congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q17,other congenital malformations of ear,"congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q18,other congenital malformations of face and neck,"congenital malformations of eye, ear, face and neck","congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q20,congenital malformations of cardiac chambers and connections,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q21,congenital malformations of cardiac septa,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q22,congenital malformations of pulmonary and tricuspid valves,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q23,congenital malformations of aortic and mitral valves,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q24,other congenital malformations of heart,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q25,congenital malformations of great arteries,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q26,congenital malformations of great veins,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q27,other congenital malformations of peripheral vascular system,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q28,other congenital malformations of circulatory system,congenital malformations of the circulatory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q30,congenital malformations of nose,congenital malformations of the respiratory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q31,congenital malformations of larynx,congenital malformations of the respiratory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q32,congenital malformations of trachea and bronchus,congenital malformations of the respiratory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q33,congenital malformations of lung,congenital malformations of the respiratory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q34,other congenital malformations of respiratory system,congenital malformations of the respiratory system,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q35,cleft palate,cleft lip and cleft palate,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
q36,cleft lip,cleft lip and cleft palate,"congenital malformations, deformations and chromosomal abnormalities (q00-q99)","congenital malformations, deformations and chromosomal abnormalities"
