code,description,category,subcategory,commoncat
887,traumatic amputation of arm and hand (complete) (partial),injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes"
890,open wound of hip and thigh,injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes"
891,"open wound of knee, leg (except thigh) and ankle",injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes"
892,open wound of foot except toe(s) alone,injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes"
893,open wound of toe(s),injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes"
894,multiple and unspecified open wound of lower limb,injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes"
895,traumatic amputation of toe(s) (complete) (partial),injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes"
896,traumatic amputation of foot (complete) (partial),injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes"
897,traumatic amputation of leg(s) (complete) (partial),injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes"
900,injury to blood vessels of head and neck,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes"
901,injury to blood vessels of thorax,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes"
902,injury to blood vessels of abdomen and pelvis,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes"
903,injury to blood vessels of upper extremity,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes"
904,injury to blood vessels of lower extremity and unspecified sites,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes"
905,late effects of musculoskeletal and connective tissue injuries,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes"
906,late effects of injuries to skin and subcutaneous tissues,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes"
907,late effects of injuries to the nervous system,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes"
908,late effects of other and unspecified injuries,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes"
909,late effects of other and unspecified external causes,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes"
910,"superficial injury of face, neck and scalp except eye",injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes"
911,superficial injury of trunk,injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes"
912,superficial injury of shoulder and upper arm,injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes"
913,"superficial injury of elbow, forearm and wrist",injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes"
914,superficial injury of hand(s) except finger(s) alone,injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes"
915,superficial injury of finger(s),injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes"
916,"superficial injury of hip, thigh, leg and ankle",injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes"
917,superficial injury of foot and toe(s),injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes"
