code,description,category,subcategory,commoncat,description_clean,icd10subcategory,MatchStage,MatchedBDescription
805,fracture of vertebral column without mention of spinal cord lesion,injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes",fracture of vertebral column without mention of spinal cord lesion,"Injuries to the abdomen, lower back, lumber spine, pelvis and external genitals",manual,
806,fracture of vertebral column with spinal cord lesion,injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes",fracture of vertebral column with spinal cord lesion,"Injuries to the abdomen, lower back, lumber spine, pelvis and external genitals",manual,
807,"fracture of rib(s), sternum, larynx and trachea",injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes",fracture of ribs sternum larynx and trachea,"Injuries to the abdomen, lower back, lumber spine, pelvis and external genitals",manual,
808,fracture of pelvis,injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes",fracture of pelvis,"Injuries to the abdomen, lower back, lumber spine, pelvis and external genitals",manual,
809,ill-defined fractures of trunk,injury and poisoning,fracture of spine and trunk,"injury, poisoning and certain other consequences of external causes",illdefined fractures of trunk,"Injuries to the abdomen, lower back, lumber spine, pelvis and external genitals",manual,
810,fracture of clavicle,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",fracture of clavicle,injuries to the hip and thigh,skipped_subcategory,fracture of femur
811,fracture of scapula,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",fracture of scapula,injuries to the hip and thigh,skipped_subcategory,fracture of femur
812,fracture of humerus,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",fracture of humerus,injuries to the hip and thigh,skipped_subcategory,fracture of femur
813,fracture of radius and ulna,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",fracture of radius and ulna,injuries to the hip and thigh,skipped_subcategory,fracture of femur
814,fracture of carpal bone(s),injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",fracture of carpal bones,injuries to the head,skipped_subcategory,fracture of skull and facial bones
815,fracture of metacarpal bone(s),injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",fracture of metacarpal bones,injuries to the hip and thigh,skipped_subcategory,fracture of femur
816,fracture of one or more phalanges of hand,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",fracture of one or more phalanges of hand,injuries to the hip and thigh,skipped_subcategory,fracture of femur
817,multiple fractures of hand bones,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",multiple fractures of hand bones,injuries to the head,skipped_subcategory,fracture of skull and facial bones
818,ill-defined fractures of upper limb,injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",illdefined fractures of upper limb,,skipped_subcategory,
819,"multiple fractures involving both upper limbs, and upper limb",injury and poisoning,fracture of upper limb,"injury, poisoning and certain other consequences of external causes",multiple fractures involving both upper limbs and upper limb,,skipped_subcategory,
820,fracture of neck of femur,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes",fracture of neck of femur,injuries to the hip and thigh,skipped_subcategory,fracture of femur
821,fracture of other and unspecified parts of femur,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes",fracture of other and unspecified parts of femur,injuries to the hip and thigh,skipped_subcategory,fracture of femur
822,fracture of patella,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes",fracture of patella,injuries to the hip and thigh,skipped_subcategory,fracture of femur
823,fracture of tibia and fibula,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes",fracture of tibia and fibula,injuries to the hip and thigh,skipped_subcategory,fracture of femur
824,fracture of ankle,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes",fracture of ankle,injuries to the knee and lower leg,skipped_subcategory,"fracture of lower leg, including ankle"
825,fracture of one or more tarsal and metatarsal bones,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes",fracture of one or more tarsal and metatarsal bones,injuries to the hip and thigh,skipped_subcategory,fracture of femur
826,fracture of one or more phalanges of foot,injury and poisoning,fracture of lower limb,"injury, poisoning and certain other consequences of external causes",fracture of one or more phalanges of foot,injuries to the hip and thigh,skipped_subcategory,fracture of femur
